Duration,D1-Age,D2-Gender,D3-Tribe,D4-Race,D5-Education,D6-Income,EFL,Q1,Q2,Q3,Q4,FQ1,FQ2,FQ3,ComQ1,ComQ2,ComQ3,Label_SubjectiveLit,Text_SubjectiveLit,ATQ_1,ATQ_2,ATQ_3,ATQ_4,ATQ_5,ATQ_6,ATQ_7,ATQ_8,TWB_1,TWB_2,TWB_3,TWB_4,TWB_5,TWB_6,TWB_7,TWB_8,TWB_9,TWB_10,RA1_1,RA1_2,RA1_3,RA1_4,RA1_5,RA1_6,RA1_7,RA1_8,RA1_9,RA1_10,STAI_1,STAI_2,STAI_3,STAI_4,STAI_5,STAI_6,STAI_7,BSCS_1,BSCS_2,BSCS_3,BSCS_4,REI_1,REI_2,REI_3,REI_4,REI_5,REI_6,REI_7,REI_8,REI_9,REI_10,FIPI_1,FIPI_2,FIPI_3,FIPI_4,FIPI_5,BMC1_1,BMC1_2,BMC1_3,BMC1_4,BMC1_5,Label_TrustPhys,Text_TrustPhys,Emo1_5,Emo1_6,Emo1_7,Emo1_8,Emo1_9,Emo1_10,Emo1_11,Emo1_12,Label_Anxiety,Text_Anxiety,HC_1,HC_2,HC_3,HC_4,HC_5,Rx2,Validity,MN1,MN2,MN3,MN4,MN5,MN6,MN7,MN8,GHNT1,GHNT2,GHNT3,GHNT4,GHNT5,GHNT6,Label_Numeracy,Text_Numeracy,Dmed_7,Dmed_8,Dmed_1,Dmed_2,Dmed_3,Dmed_9,Dmed_10,Dmed_5,Dmed_6,,,,
58,26,Male,Iteso,Black,Grad / professional degree,"Less than 2,580,000 KES",Yes,4,4,4,4,3,1,3,1,1,1,0.666666667,Nina uwezo mara nyingi wa kupata kuchakata na kuelewa taarifa za msingi za afya na huduma zinazohitajika kufanya maamuzi sahihi ya afya.,2,1,4,1,1,4,1,1,4,4,4,4,5,5,5,5,4,5,4,1,1,1,4,4,5,2,5,1,2,2,2,1,3,2,1,3,5,4,5,1,1,3,5,1,4,5,4,4,3,6,7,7,1,7,4,4,4,2,4,0.64,Simwamini daktari wangu wa matibabu ya kawaidi kwa kupitisha gharama ya matibabu kwa kiwango kinachofaa,6,1,1,7,6,2,6,6,0.785714286,Kutokua na uhakika wa ninachougua kinanifanya nihisi wasiwasi au hofu zaidi ninapotembelea ofisi ya daktari,5,5,5,4,4,3,5,2,2,4,4,1,3,1,3,2,25%,50,10,10%,100,0.545454546,"Endapo umejikata kwa kisu, unatakiwa kuziba kidonda hicho kwa kitambaa ndiposa usipoteze damu nyingi","5'8""",69,1,No,0,More than 12 hours,4,6-9 days,1,,,,
36,28,Female,Kikuyu,Black,College graduate,"7,095,000 KES - 9,674,871 KES",No,1,4,5,5,2,3,3,1,1,2,0.682539683,"nina uwezo wa kuelewa na kupata huduma na pia kufanya maamuzi vipasavyo.pia,ninao uwezo wa kufuata maagizo jinsi daktari au muhudumu wa afya alivo nielekeza",2,2,3,2,2,4,1,1,5,4,4,3,4,4,4,4,3,4,5,2,2,2,4,5,4,5,5,1,2,2,3,2,2,2,3,3,3,4,2,3,3,5,3,4,4,5,5,5,5,5,6,5,6,7,4,2,4,4,4,0.64,sina daktari wangu binafsi lakini wenye nimetembelea ni wabinafsi na mapensi yao kwa pesa ndio huwapa msukumo wa kuhudumia wagonjwa,6,5,5,6,6,6,6,6,0.857142857,sio rahisi kupata dawa kwa hospitali za kawaida sasa mimi hua na wasiwasi ninapogonjeka kwa maana ukosefu wa madawa uko juu sana,4,4,5,5,5,4,5,1,1,4,4,2,2,2,3,2,20%,70,12,5%,20,0.545454546,"rafiki yangu alipo zimia nilimpa first aid kwa kumpa CPR,kisha kumueke kwa recovery position.pia mtoto aliponyongwa nilimsaidia kuto kichokua kumebana shingoni","5'0""",63,0,No,2,7-8 hours,5,0 days,2,,,,
38,32,Female,Kikuyu,Multiracial or biracial,Some college,"Less than 2,580,000 KES",Yes,4,4,5,4,2,1,2,1,1,1,0.531746032,"Kwa kiwango Rashmi ya takribani themanini, lakini saa zingine nahitaji daktali anielezee Zaidi kuhusu alichoandika ama kilichoadikwa ili niwe Na uhakika kamili.",2,3,2,3,2,4,3,3,4,5,2,5,5,5,3,5,5,5,1,1,5,1,1,5,4,5,1,1,2,2,3,1,1,1,2,5,5,5,5,1,1,5,5,2,4,3,4,5,5,7,7,5,6,7,5,4,5,5,4,0.76,"Namwamini daktari Wangu Kwa sababu napona anaponitibu, simwamini anapotaka kunipea Dawa ya juu Na Kuna za Bei Chini.",7,7,4,6,6,5,2,7,0.785714286,"Kinachonipea wasiwasi Na hofu ni kutojua ugonjwa upi naugua, Tena asiniandikie kudungwa sindano, naogopa.",5,1,5,5,5,5,5,2,3,4,4,4,3,2,2,1,50%,80,10,30%,200,0.363636364,Tukio lililoonyesha ujuzi Wangulwa masuala ya afya au matibabu ni nilipotumia Dawa mwenyewe ikaponya uvimbe,"5'1""",60,5,Yes,6,1-2 hours,5,0 days,0,,,,
49,45,Female,I choose not to answer,Black,Some college,"Less than 2,580,000 KES",Yes,5,2,1,4,3,3,2,2,2,2,0.531746032,Kwa asilimia hamsini naweza kuchakata na kuelewa taarifa za msingi za afya na huduma zinazohitajika.,5,1,4,1,4,5,1,2,5,2,4,4,4,4,5,4,2,4,1,1,4,1,3,5,4,5,5,1,4,2,2,1,1,2,3,4,4,4,4,2,2,3,1,3,5,5,5,4,5,4,4,4,6,6,4,3,2,3,2,0.48,"Si mwamini daktari kwa kila jambo, sa ingineni kama kwamba daktari Ako TU kwa shughuli zake za kutafita pesa bila kujali sana mgojwa.",5,4,6,4,5,6,3,5,0.666666667,"Kile kinafanya nihisi Niko na wasiwasi na hofu ni kama sija mwamini ule daktari ninaye mpata pale hospitalinini, Sina pesa ya kutosha kugharamia matinabu,",5,5,5,5,5,3,5,2,1,4,4,4,2,2,3,1,20%,50,10,1%,170,0.454545454,Siku Moja nilijipata kwa ajali ya barabarani na kati ya wasafiri wote Mimi ndio sikuumia ikabidi ni wapee huduma ya dharura wale wezangu.,"4'9""",54,0,Yes,2,Less than 1 hour,3,0 days,2,,,,
83,22,Male,Kuria,Black,College graduate,"Less than 2,580,000 KES",Yes,1,4,5,5,3,1,3,1,1,1,0.642857143,Kwa mujibu wa maswali hapo just nina uwezo wa kusoma na kujibu maswali ya msingi ya kiafya na kufanya maamuzi sahihi kwa kiwango kikubwa zaidi,2,1,3,1,2,4,1,1,5,4,5,5,4,5,5,5,4,4,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,2,2,5,3,5,5,5,5,5,1,1,5,5,5,5,5,5,5,6,6,7,2,5,4,4,4,0.84,Namwamini daktari wangu sana kwa sababu kwa muda wote huo ambao amenihudumia sijapata sababu ya kua na mashaka yoyote naye,5,5,5,5,5,5,5,6,0.738095238,"Hofu ya kudungwa sindano, kueleza matatizo ya kiafya ambayo ni ya kindani hofu ya majibu atakayokupa",5,5,5,5,5,3,5,2,3,3,4,4,2,2,2,2,20%,32,42.5,3%,200,0.272727272,Kuna watu ambao walipata ajali barabarani kwa ujuzi wangu wa kiafya niliwapa huduma za kwanza kwa kuwaondoa kwenye sehemu ya hatari na kuweka sehemu nzuri,"5'6""",78,1,No,2,3-4hours,4,0 days,0,,,,
38,30,Male,Kisii,Black,Some college,"7,095,000 KES - 9,674,871 KES",No,4,3,3,3,2,2,3,2,2,2,0.476190476,"Kiwango changelu cha kuelewa tariff msingi za afya na huduma zinazo hitajika kufanya maamuzi sahihi, ni kiwango kichache mno",2,2,2,2,2,3,3,4,4,3,4,3,3,3,4,3,3,4,5,3,5,3,3,5,5,5,5,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,5,6,5,5,3,4,4,4,4,0.76,Daktari hutibu vizuri. Hunipa dawa sinazostahili. Yeye uniskiza kwa umakinifu ninapomweleza shisa zangu.,2,3,3,3,3,3,4,3,0.428571429,"Kutoshughulikiwa vizuri, hofu ya gharama ya matibabu kuwa juu . Hofu ya daktari kutonielewa, wasiwasi ya jinsi nilivyo mgonjwa.",4,3,3,3,3,3,5,2,3,4,4,2,1,2,2,2,5%,7,45,2%,5,0.454545454,"Nilikua mgonjwa ,na baada ya daktari kunishauri niache pombe , niliacha pombe. Ninapenda afya yangu.","5'5""",65,2,Yes,More than 10,7-8 hours,5,0 days,5,,,,
38,35,Female,Kikuyu,Black,College graduate,"Less than 2,580,000 KES",No,1,5,5,5,2,1,3,1,2,2,0.507936507,Niko na uwezo wa kusoma na kuelewa taarifa za msingi za afya na huduma zinazohitajika na kufanya maamuzi mwenyewe bila kusaidiwa na mtu mwingine.,4,2,2,2,4,5,1,2,4,3,4,5,2,4,5,5,4,5,5,1,4,1,2,4,4,3,4,1,2,3,2,2,2,2,3,4,4,3,4,4,2,3,4,4,5,5,3,4,4,7,6,7,6,6,4,2,2,2,2,0.4,Daktari wengi wanafanya uamuzi bila kukutuma lab upimwe kilicho na shida. Wanakuandikia dawa ilhali hawana uhakika kama dawa yenyewe itakudhulu,5,5,5,6,5,4,4,6,0.714285714,Majibu nitakayo pata baada ya kupimwa. Daktari kuto nituma lab ili kupimwa nini haswa kinacho nidhulu.,5,5,5,4,4,3,5,2,1,4,4,3,1,2,2,2,70%,20,8.5,60%,15,0.454545454,"Najua sifai kula chakula kama ugali,chapati,mandazi,mkate ili nisiwe na kilo nyingi. Pia nafaa kula matunda na mboga kwa wingi","5'6""",95,0,No,0,3-4hours,4,0 days,0,,,,
25,32,Female,Luo,Black,College graduate,"Less than 2,580,000 KES",No,4,4,5,4,3,3,2,1,2,1,0.73015873,75 Kwa kiwango sawia naweza elewa nyaraka za afya zinazonihusu. Nina urahisi wa kuzuru zahanati karibu nami ninapokuwa na uhitaji.,2,2,4,2,3,5,2,1,5,2,4,2,1,4,2,4,2,5,3,1,5,3,1,5,5,5,1,1,2,3,2,2,2,2,2,3,4,3,4,2,3,5,3,5,3,5,5,3,4,5,7,7,6,7,4,3,4,4,3,0.64,80 Nyakati nyingine visa vya kutojali wagojwa Kwa madaktari zimesababisha madhara Kali. Kwa hivyo siwaamini madaktari wotr kikamilifu,5,5,5,4,6,6,6,3,0.714285714,65 uuguzi mpotovu unaosababisha vifo au magonjwa zaidi kuliko Ile uliougua awali kabla ya kuendea matibabu,5,5,5,5,5,3,5,2,1,4,4,4,1,4,3,2,20%,32,5,3%,30,0.818181818,Pindi nilipougua homa na bila uelekezi wa daktari niliweza kuzuru duka la dawa na kununua dawa iliyoweza nipea nafuu bila kuelekezwa na daktari.,"5'4""",68,1,No,0,1-2 hours,4,0 days,0,,,,
51,20,Male,Kisii,Black,Some college,"Less than 2,580,000 KES",No,3,3,5,4,3,2,3,1,2,2,0.642857143,Kuwa na huduma nzuri kuanzia kwa wahudumu wa kutusaidia wakati wa kujaza fomu tusipo elewa .na mhudumu wakukuelezea vizuri maandishi usipo elewa.,1,1,2,1,1,2,1,1,5,4,5,5,4,5,5,5,5,5,2,4,5,1,1,4,4,5,5,1,2,2,1,1,1,2,1,1,5,4,4,5,1,3,1,5,4,5,3,5,1,7,6,7,6,6,2,4,4,4,4,0.8,Ninamuamini mhudumu wa afya kwa sababu ana ujuzi katika kazi yake na anahakikisha kuna usalama na ustawi wangu kila anaponihudumia.,1,2,1,1,1,2,2,1,0.190476191,Ninahisi wasiwasi nikiwa ofisini kwa daktari kutokana na hofu ya kugundulika ugonjwa tofauti au matokeo mabaya.,5,5,5,4,5,3,5,2,1,1,1,2,1,2,1,2,3%,80,42,8%,50,0.363636364,Ninawesa kutoa ushauri kulingana na maarifa na uzoefu wa kuhudumiwa vizuri na wahudumu wa afya .na kuwa na umakini.,"5'6""",64,1,No,2,1-2 hours,5,0 days,3,,,,
85,33,Female,Luhya,Black,College graduate,"2,580,000 KES - 4,514,871 KES",Yes,5,4,5,5,3,1,3,1,1,1,0.738095239,Nahisi naweza kupata asilimia tisini za msingi za afya na huduma zinazohitajika kufanya maamuzi sahihi ya afya,2,1,5,1,2,5,2,1,5,4,4,4,4,5,3,5,5,5,1,1,1,1,5,1,1,1,1,1,3,1,2,1,1,3,2,5,5,2,5,5,4,4,1,5,5,5,5,5,5,7,7,7,7,7,2,4,4,4,4,0.8,Daktari ni binadamu kama wale wengine na anaeza kosea. Nimewahi kuadhirika kupitia matibabu niliyoyapata na nimewahi kusikia watu kadhaa wakilalamika,2,2,2,2,6,1,2,2,0.357142857,"Kudungwa sindano, kufanyiwa upasuaji, kupewa dawa nyingi zilizo kali na kubwa kupita kiasi na kupewa ripoti mbaya au nisio itarajia",5,5,5,5,5,4,5,2,1,4,4,3,2,1,3,2,20%,2.67,2.67,3%,200,0.545454546,Ni ngumu sana mimi kugonjeka. Mara nyingi mimi huweza kujitibu mwenyewe na dawa ya ushago na ikizidi sana mimi huenda hospitalini na kufuata mawaidha ipasavyo,"4'5""",75,0,No,3,More than 12 hours,4,0 days,0,,,,
34,20,Female,Kikuyu,Black,Some college,"Less than 2,580,000 KES",Yes,4,4,4,5,2,1,3,1,1,2,0.571428572,"Ninahisi kuwa na uwezo mzuri wa kupata na kuchakata taarifa za afya, ingawa bado napendelea kuboresha maarifa yangu zaidi.",1,1,5,1,1,4,1,2,5,5,5,5,4,5,4,5,5,5,4,1,2,5,5,1,2,1,5,1,1,1,2,3,3,1,2,5,5,5,5,4,5,3,3,5,2,5,4,3,3,6,7,7,7,5,1,5,5,5,5,1,"Namwamini daktari wangu kwa sababu anajali, anatoa ushauri wa kisayansi, na anahakikisha maamuzi ya matibabu yanazingatia hali yangu.",7,6,1,7,7,4,3,3,0.738095238,Mimi huwaza kuhusu matokeo ya vipimo nitakazofanyiwa na pia kama matibabu yangu yatatumia pesa mingi.,5,5,5,5,5,4,5,1,1,4,4,4,2,1,3,2,20%,80,42.5,7%,30,0.545454546,Nilijitolea kuhamasisha kuhusu uchunguzi wa mapema wa saratani ya matiti na kuelezea athari za matokeo chanya ya uongo.,"5'4""",59.2,0,No,3,1-2 hours,6,0 days,0,,,,
25,30,Female,Kuria,Black,College graduate,"11,610,000 KES or more",Yes,4,4,3,1,2,1,2,1,1,1,0.412698413,"uwezo wangu wa kuelewa kilichoandikwa na dakitari ni asilimia 70,japonica nitapata shida kuelewa sina budi ya kurdish kwa mhudumu aweze kunielezea",1,2,3,4,5,2,3,5,3,3,5,5,3,5,5,4,3,5,5,1,5,5,5,5,3,5,5,1,3,3,3,4,1,3,3,5,5,5,5,4,4,5,1,5,5,5,5,5,5,6,6,7,6,6,1,1,5,5,5,0.84,Nanamwamini dakitari wangu kwa sababu ni mtu amenities hii sekta ya utibabu na kill mara yeye hunitibu mimi hupona kwa hivo mimi nanamuamini kabisa,5,1,1,7,7,7,7,7,0.952380952,"Kwa sabubu sina Shakira shida yangu ni ipi,labida atanipima amateur gonjwa kubwa ministers pia nahisi pesa za matibabu ziwr juu sana",5,5,5,5,5,2,5,2,1,4,1,3,1,1,1,1,5%,80,2.5,5%,100,0.272727272,nina ndugu yangu dakitari kwa muda mwingi huwa ninamtembelea kwa hospitality yake huwa ananifunza maswala ya matibabu,"5'0""",60.2,1,Yes,10,3-4hours,4,0 days,0,,,,
50,38,Male,Luo,Black,Some college,"2,580,000 KES - 4,514,871 KES",Yes,3,3,3,4,2,2,2,2,2,1,0.436507936,Niko na uwezo kwa sababu mimi ni mfanyekazi wa afya ..kwa hivyo mara nyingi naelewa isipokuwa wakati sina ufahamu,3,2,2,2,2,4,2,3,5,4,5,4,4,3,5,4,3,4,1,1,5,1,5,1,1,5,4,1,2,2,3,2,1,2,2,3,5,4,4,4,4,4,3,5,4,4,4,4,4,5,7,7,5,7,2,4,5,4,4,0.84,Namwamini Daktari wangu kwa sababu amehitimu na kila wakati akinitibu napata nafuu na anachukua muda wake kunielezea aina ya ugonjwa na matibabu anayonipatia,5,5,2,6,6,5,2,2,0.619047619,"Nahofia afya yangu , nahofia kudungwa shindano .nahofia kumeza dawa .na tena niko na hofu ya daktari kufanya makosa",5,5,5,5,5,4,5,2,1,4,4,1,2,2,2,2,20%,80,5,3%,30,0.636363636,"Katika gari la abiria ,kuna abiria mwanamke wa umri wa kati alizirai .ilibidi nimfanyie huduma ya kwanza na akaamka baada ya dakika tano","5'10""",75,0,Yes,4,5-6 hours,2,0 days,0,,,,
51,35,Female,Luhya,Black,Some college,Do not know/not sure,Yes,4,1,1,3,1,3,1,1,1,1,0.341269842,Ni lendekezo langu kuwa ninapoonana na daktari awe mwepesi WA kunielezea vizuri juu ya afya yangu..Ripoti anayopeana iwe ya kueleweka kwa wepesi,5,4,2,2,4,2,2,2,4,4,4,4,4,4,4,4,4,4,3,1,1,3,1,1,1,1,1,1,3,2,2,2,2,3,2,1,5,5,5,1,5,5,1,5,5,5,5,5,5,7,7,7,1,6,1,5,5,5,5,1,"Namwamini daktari wangu kwa sababu amehitimu,ana uzoefu wa kufanya kazi zake na amekuwa akiifanya kazi hii kwa muda mrefu",1,1,1,1,1,1,1,1,0.142857143,Kutokuwa na uhakika na hali yangu ya kiafya.Jambo lingine ni wasiwasi WA kutokuwa ni nini chanzo Cha ugonjwa katika mwili wangu,4,5,5,5,5,2,5,2,1,4,4,4,1,1,2,1,20%,30,1.5,4%,75,0.363636364,Rafiki yangu kazini alianguka na kuanzia kuzirai..ilibidi nimfungue nguo zilizokuwa zimemsitiri Kisha kumpa huduma ya kwanza,"4'0""",65,2,No,3,Less than 1 hour,2,0 days,0,,,,
26,36,Female,Taita,Black,Some college,"2,580,000 KES - 4,514,871 KES",Yes,4,4,4,4,3,2,3,1,1,1,0.746031746,Kwa kiwango cha juu. Mara nisipoelewa huwa nauliza maswali kwa kila jambo ambalo sijaelewa. Maandishi ambayo sijaelewa huwa nauliza.,2,2,3,3,4,5,4,2,4,2,4,4,5,4,3,4,2,4,4,1,4,2,2,5,4,5,5,4,2,3,3,3,2,4,3,4,4,4,4,2,2,3,1,4,4,4,4,4,4,6,6,6,6,6,2,4,4,4,4,0.8,"Mara kwa mara, huwa nikiwa mgonjwa na nikienda kwa ushauri wa kiafya, huwa napata Daktari akiwa sawa kwa sababu ya madawa nikinywa aliyoniandikia huwa napona",5,5,3,5,5,5,4,5,0.690476191,"Huwa nashuku kama nimeeleza shida zangu zote, tena nashuku kama nimeeleza zaidi kulita kiwango. Ama kama madawa yako ama hakuna",5,5,4,4,3,2,5,2,3,3,4,2,2,3,3,1,20%,20,5,40%,30,0.545454546,Mtoto wangu alikua anasema anaumwa na kichwa. Kumgusa nkamoata ako na joto. Nikaamua kumpeleka hospitali kwa matibabu,"5'5""",62,1,Yes,6,1-2 hours,5,10-19 days,0,,,,
24,35,Male,Luo,Black,College graduate,"9,675,000 KES - 11,609,871 KES",No,4,4,3,3,3,3,3,3,3,2,0.579365079,"kwa kiwango mdogo sana nahisi na uwezo wa kupata, kuchakata, na kuelewa taarifa za msingi za afya na huduma zinazohitajika kufanya maamuzi sahihi ya afya",3,1,1,1,1,5,1,1,2,4,3,3,4,1,3,3,4,4,1,1,3,4,2,3,2,1,3,4,1,2,1,1,1,2,1,4,4,5,5,2,3,1,4,4,2,5,5,3,3,7,6,7,4,7,4,4,5,3,5,0.76,sababu ya kunamwamini daktari wangu wa matibabu ya kawaida ni kubwa ni mtu wa elimu mkubwa zaidi yangu kwa afya,2,3,2,2,1,1,3,2,0.261904762,kinachonifanya unihisi wasiwasi au hofu zaidi ninapotembelea ofisi ya daktari ni matokeo ya uchaguzi wa daktari wangu wa matibabu,5,4,4,3,5,5,5,2,1,4,1,4,2,2,3,2,20%,80,45,41%,5,0.454545454,Nina kiwango mchache sana katika mambo ya tiba na ninaweza kuelewa taarifa kutoka kwa daktari wa afya,"6'4""",68,0,Yes,8,9-10 hour,5,1-2 days,5,,,,
53,38,Female,Luo,Black,Some college,"11,610,000 KES or more",Yes,4,3,1,3,3,1,2,1,1,2,0.428571429,Kuelewana na daktari na kufuata maagizo alizo nipea kama mgonjwa wake ili apate jinsi anavyoweza kunisaidia,2,2,3,2,4,5,4,1,2,5,5,4,4,5,5,4,4,5,1,3,5,5,5,5,5,5,5,5,2,3,4,1,3,3,3,1,1,5,5,1,5,5,5,5,5,5,5,5,5,7,7,7,7,7,5,5,5,5,5,0.84,Mara kwa mara ninapo enda kumwona daktari wangu huwa ashajua tatizo iliyonileta katika hospitali lake kwa hiyo tunaanza na kuelewana ndipo ananitibu,7,7,7,7,7,6,7,7,0.976190476,Wakati ninapoingia kwa ofisi ya daktari huwa na hofia nisidunwe shindano Wala kupimwa damu kisha kuongojea matokeo huwa hunipa wasiwasi mwingi sana,5,5,5,5,5,4,5,2,1,4,2,4,4,4,2,1,100%,80,90,85%,100,0.363636364,Kati ya masuala kuhusu afya yangu Mimi huwa na epusha kutumia chakula iliyo na mafuta nyingi kama nyama choma na pia chumvi bali natumia matunda kwa wingi,"6'8""",95,4,Yes,3,1-2 hours,7 - Very healthy,0 days,1,,,,
33,28,Female,Kikuyu,Black,College graduate,"11,610,000 KES or more",No,4,3,2,3,1,3,2,1,1,2,0.452380953,naelewa taarifa za msingi za afya kwa kiasi . wakati mwingi nahitaji taarifa zaidi kutoka kwa daktari au muuguzi,2,2,4,2,2,2,1,1,5,2,5,3,2,4,3,5,4,5,1,1,5,3,5,5,5,1,1,1,3,2,3,2,2,2,2,3,5,3,5,5,5,3,3,4,5,5,5,5,5,7,7,7,7,5,4,5,5,5,5,0.88,Daktari anakuwa katika nafasi nzuri zaidi ya kumtibu mgonjwa kutokana na kuwana ufahamu wa historia ya ugonjwa anaougua,6,7,1,7,7,7,7,7,0.976190476,"sina uhakika nitaambiwa naugua nini, sina uhakika wa bei , nina hofu wa ugonjwa na wasiwasi ataniambia sababu nimejihusisha na mambo mengi",5,5,5,5,5,4,5,2,1,4,4,4,3,1,3,2,25%,2,42.5,3%,30,0.727272727,"Haki ya matibabu ya dharura:Nina haki ya kupata matibabu ya dharura kwa maana ya kuwa wakati wa dharura,","5'5""",58,0,No,0,5-6 hours,4,0 days,0,,,,
77,51,Female,Kikuyu,Black,Some college,"Less than 2,580,000 KES",Yes,1,1,4,4,3,2,3,2,3,3,0.404761904,kiwango changu cha kuelewa ni cha juu zaidi vile daktari anaeleza kuhusu matibabu yangu. Asilimia themanini na tisa ndio naelewa.,2,1,1,1,1,3,2,1,4,5,5,4,3,3,3,4,3,5,1,1,3,2,1,3,3,5,1,1,2,1,2,1,2,2,1,4,5,4,4,5,4,1,1,5,5,5,5,5,5,7,7,7,2,4,2,4,5,5,5,0.92,Ni daktari mwenye uzoefu mwingi. Ako na vyeti vya udaktari na mhudumu anajulikana. Ni daktari mpasuaji pia.,3,4,5,6,4,3,3,3,0.523809524,"Hofu ni mingi juu mimi huogopa kuambiwa na daktari nilazwe na nifanyiwe upasuaji. Pia, huogopa kuambiwa niko na saratani.",5,5,3,5,5,3,5,2,2,2,4,4,2,1,3,2,20%,64,1.28,3%,30,0.454545454,niliongoza warsha ya elimu kuhusu lishe bora na kuzuia magonjwa yasiyoambukiza kama kisukari na sinikizo la damu.,"5'3""",70,1,Yes,0,1-2 hours,5,0 days,0,,,,
22,19,Female,Kikuyu,Multiracial or biracial,Some college,"Less than 2,580,000 KES",Yes,3,2,2,2,2,2,2,1,1,1,0.42063492,Nina uhakika kuwa nina uwezo wa kuelewa taarifa ambazo ni za kimsingi katika kupata suluhu za matatizo ya kiafya.,3,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,1,1,3,1,1,1,1,3,4,1,1,2,2,3,3,3,2,5,5,4,5,5,5,5,5,3,4,4,3,4,4,6,7,6,7,6,1,4,4,4,4,0.84,Kwa mara ambazo amenishughulikia ameonyesha ustadi katika kazi yake. Yeye huhakikisha amenipa matibabu yanayofaa.,4,4,1,6,6,1,1,4,0.523809524,Mazingira yenye dawa hunipa uoga na ikiwa nitamweleza kwa usahihi yanayo nitatiza kiafya ili anipe suluhu sahihi.,5,5,5,5,5,4,5,2,1,4,4,4,2,3,3,2,5%,32,5,5%,50,0.636363636,Mzazi wangu alipokuwa akiugua vidonda vya tumbo niliweza kumweleza kwa usahihi dawa ambazo zingepunguza maumivu.,"5'6""",56.1,1,Yes,3,1-2 hours,3,0 days,0,,,,
33,39,Male,Luhya,Black,Some graduate school,"9,675,000 KES - 11,609,871 KES",Yes,3,3,4,5,1,1,3,1,1,1,0.484126984,Niko na uwezo sana wa kupata na kuelewa taafira za msingi za afya na huduma zinazohitajika kufanya maamuzi sahihi ya afya..,1,1,1,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,1,5,5,5,5,5,1,5,1,5,5,5,5,5,5,7,7,7,7,7,5,5,5,5,5,0.84,Namwamini sana daktari wangu kwa sababu amenitibu mimi na familia yangu kwa muda mrefu sana. Na hakujawahikua na tatizo lolote,1,1,1,1,1,1,1,1,0.142857143,Sina wasiwasi wala hofu kila wakati nikitembelea ofisi ya daktari wakati wowote ule. Kwa sababu tunaelewana sana na daktari wangu wa muda mrefu,5,5,5,5,5,5,5,2,1,4,4,4,1,3,3,1,40%,50,1.5,1%,150,0.454545454,Niliweza kumfanyia rafiki yangu jambo la *first aid* alipozirai tukicheza kabumbu kwa boma letu miaka miwili iliyopita,"5'2""",78,0,Yes,1,3-4hours,7 - Very healthy,0 days,10,,,,
77,38,Male,Luhya,Black,Grad / professional degree,"11,610,000 KES or more",No,5,4,5,4,3,2,3,1,1,1,0.793650793,"Kwa kiwango kikubwa naweza fanya maamuzi sahihi, kwa kuwa kuna teknolojia ambayo yarahisisha utenda kazi",2,3,3,2,3,2,2,2,5,4,5,4,4,5,5,5,4,4,2,1,1,5,1,3,1,3,4,1,2,2,1,1,1,2,2,3,5,3,4,5,4,4,2,5,3,4,2,3,4,5,6,5,4,6,2,2,4,4,3,0.68,"Kwa kuwa wanakosa umaakini fulani katika ile hali ya kutafuta kiini cha ugonjwa au maumivu, kwa hiyo kuumiza mgonjwa sana",5,4,3,3,3,4,2,3,0.476190476,Kuwa uamuzi wa Daktari unaweza kuwa tofauti sana na matarajio yangu kisha kusababisha gharama zaidi kupita uwezo wangu,5,5,5,5,5,3,5,2,2,4,4,2,1,4,2,2,8%,1,10,30%,64,0.545454546,Nilimshughulikia mwathiriwa aliyejikata guu kwa kutumia first aid kit kisha nikampeleka hospitalini kwa matibabu zaidi.,"5'6""",64,0,No,1,5-6 hours,2,0 days,0,,,,
22,30,Female,Mijikenda,Black,College graduate,"Less than 2,580,000 KES",Yes,4,5,5,4,3,3,3,1,2,2,0.793650793,Nahisi naweza kuelewa tariff msingi za afya bila kuhitaji usaidizi kwa sababu sihitaji kuelezewa na mtu yeyote,1,1,2,1,2,4,1,1,5,5,5,5,5,5,5,5,5,5,5,1,3,1,1,1,1,1,1,1,4,3,3,2,1,1,2,5,5,5,5,5,3,5,5,5,5,3,4,5,5,7,7,6,6,5,4,5,4,5,4,0.8,Namwamini daktari wangu kwa sababu kile huwa ananiambia kuhusu afya yangu huwa ni cha kweli na pia anaujuzi wa hali ya juu kuhusiana na kila kile nacho tibu,4,4,4,5,4,5,5,4,0.642857143,Huwa saa nyingine nahisi wasiwasi kwa sababu huwa sijui daktari ataniambia nini kulingana na vile nimeenda hospitali,4,5,4,5,5,3,5,2,3,3,1,1,2,2,2,2,41%,30,12,40%,200,0.181818182,Nilipo pata mtoto ndio nilijikuta kwa wakati mwingi nafanya risachi ya mambo ya afya na ndipo nikapata ujuzi,"5'4""",72,0,Yes,5,Less than 1 hour,7 - Very healthy,0 days,0,,,,
